country_code;region_name;sub_region_name;intermediate_region;country_name;income_group;year;totl_gdp;total_gdp_millions;rate_growth_gdp
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1990;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1991;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1992;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1993;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1994;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1995;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1996;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1997;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1998;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;1999;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2000;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2001;0.0;0.0;0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2002;3854235264.37171;3854.2;inf
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2003;4539500884.0479;4539.5;17.8
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2004;5220823684.66085;5220.8;15.0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2005;6226199249.32211;6226.2;19.3
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2006;6971379033.26327;6971.4;12.0
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2007;9715761649.79443;9715.8;39.4
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2008;10249767311.213;10249.8;5.5
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2009;12154835707.8987;12154.8;18.6
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2010;15633856787.0425;15633.9;28.6
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2011;18190410820.6235;18190.4;16.4
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2012;20203572959.5023;20203.6;11.1
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2013;20564485419.1684;20564.5;1.8
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2014;20550582746.8448;20550.6;-0.1
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2015;19998156214.3988;19998.2;-2.7
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2016;18019558181.9602;18019.6;-9.9
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2017;18896352021.94;18896.4;4.9
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2018;18418848299.5825;18418.8;-2.5
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2019;18904490262.913;18904.5;2.6
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2020;20143442150.971;20143.4;6.6
AFG;Asia;Southern Asia;no data;Afghanistan;Países de ingreso bajo;2021;14786861638.4535;14786.9;-26.6
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1960;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1961;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1962;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1963;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1964;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1965;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1966;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1967;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1968;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1969;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1970;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1971;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1972;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1973;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1974;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1975;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1976;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1977;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1978;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1979;0.0;0.0;0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1980;5930503400.96263;5930.5;inf
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1981;5550483035.96497;5550.5;-6.4
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1982;5550483035.96497;5550.5;0.0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1983;5784341596.36339;5784.3;4.2
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1984;6131475065.17815;6131.5;6.0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1985;7553560459.2246;7553.6;23.2
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1986;7072063345.58823;7072.1;-6.4
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1987;8083872012.36631;8083.9;14.3
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1988;8769250549.79947;8769.3;8.5
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1989;10201099039.4385;10201.1;16.3
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1990;11228764963.2353;11228.8;10.1
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1991;10603784541.197;10603.8;-5.6
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1992;8307810973.58848;8307.8;-21.7
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1993;5768720421.61367;5768.7;-30.6
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1994;4438321017.39068;4438.3;-23.1
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1995;5538749259.94714;5538.7;24.8
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1996;7526446605.51712;7526.4;35.9
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1997;7648377412.83277;7648.4;1.6
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1998;6506229607.29432;6506.2;-14.9
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;1999;6152922942.98032;6152.9;-5.4
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2000;9129594818.60749;9129.6;48.4
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2001;8936063723.20121;8936.1;-2.1
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2002;15285594828.418;15285.6;71.1
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2003;17812704825.1957;17812.7;16.5
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2004;23552047248.4301;23552.0;32.2
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2005;36970918699.2523;36970.9;57.0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2006;52381006892.038;52381.0;41.7
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2007;65266452081.386;65266.5;24.6
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2008;88538610805.3214;88538.6;35.7
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2009;70307166934.3311;70307.2;-20.6
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2010;81699526880.8079;81699.5;16.2
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2011;109436566876.419;109436.6;34.0
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2012;124998210652.243;124998.2;14.2
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2013;133401582620.494;133401.6;6.7
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2014;137244439121.374;137244.4;2.9
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2015;87219300384.5072;87219.3;-36.4
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2016;49840491178.1518;49840.5;-42.9
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2017;68972769395.6274;68972.8;38.4
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2018;77792944471.9494;77792.9;12.8
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2019;69309110145.7687;69309.1;-10.9
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2020;53619073505.1377;53619.1;-22.6
AGO;Africa;Sub-Saharan Africa;Middle Africa;Angola;Países de ingreso mediano bajo;2021;67404287260.3199;67404.3;25.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1960;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1961;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1962;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1963;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1964;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1965;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1966;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1967;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1968;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1969;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1970;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1971;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1972;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1973;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1974;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1975;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1976;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1977;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1978;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1979;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1980;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1981;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1982;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1983;0.0;0.0;0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1984;1857338011.85488;1857.3;inf
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1985;1897050133.42015;1897.1;2.1
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1986;2097326250.0;2097.3;10.6
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1987;2080796250.0;2080.8;-0.8
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1988;2051236250.0;2051.2;-1.4
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1989;2253090000.0;2253.1;9.8
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1990;2028553750.0;2028.6;-10.0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1991;1099559027.77778;1099.6;-45.8
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1992;652174990.837304;652.2;-40.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1993;1185315468.46295;1185.3;81.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1994;1880951520.3972;1881.0;58.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1995;2392764853.42107;2392.8;27.2
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1996;3199641335.93751;3199.6;33.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1997;2258513974.0968;2258.5;-29.4
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1998;2545964540.88383;2546.0;12.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;1999;3212121650.97755;3212.1;26.2
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2000;3480355258.04122;3480.4;8.4
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2001;3922100793.5403;3922.1;12.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2002;4348068242.19512;4348.1;10.9
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2003;5611496257.14231;5611.5;29.1
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2004;7184685781.51876;7184.7;28.0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2005;8052073539.38058;8052.1;12.1
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2006;8896072918.9814;8896.1;10.5
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2007;10677324144.4289;10677.3;20.0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2008;12881353507.8539;12881.4;20.6
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2009;12044208085.864;12044.2;-6.5
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2010;11926922828.9911;11926.9;-1.0
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2011;12890764531.3284;12890.8;8.1
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2012;12319830437.3467;12319.8;-4.4
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2013;12776220507.0162;12776.2;3.7
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2014;13228147516.1168;13228.1;3.5
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2015;11386850129.8411;11386.9;-13.9
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2016;11861199830.8396;11861.2;4.2
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2017;13019689336.6919;13019.7;9.8
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2018;15156432309.8977;15156.4;16.4
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2019;15401830754.0773;15401.8;1.6
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2020;15131866270.5936;15131.9;-1.8
ALB;Europe;Southern Europe;no data;Albania;Ingreso mediano alto;2021;18255787479.1846;18255.8;20.6
AND;Europe;Southern Europe;no data;Andorra;Ingreso alto;1960;0.0;0.0;0
